FC City,L3,Error_Description
NIZAMABAD,Noodles,Time Series Formed is very insignificant
NIZAMABAD,Oats & Porridge,Time Series Formed is very insignificant
NIZAMABAD,Onion,Time Series Formed is very insignificant
NIZAMABAD,Pain Relief,Time Series Formed is very insignificant
NIZAMABAD,"Pencils, Erasers & Sharpeners",Time Series Formed is very insignificant
NIZAMABAD,Pickles,Time Series Formed is very insignificant
NIZAMABAD,Potato,Time Series Formed is very insignificant
NIZAMABAD,Pure Cow Ghee,Time Series Formed is very insignificant
NIZAMABAD,Pure Desi Ghee,Time Series Formed is very insignificant
NIZAMABAD,Ready Mixes,Time Series Formed is very insignificant
NIZAMABAD,Rusk & Khari,Time Series Formed is very insignificant
NIZAMABAD,Sona Masoori Rice,Time Series Formed is very insignificant
NIZAMABAD,Soups,Time Series Formed is very insignificant
NIZAMABAD,Spreads,Time Series Formed is very insignificant
NIZAMABAD,Tetra Pak Milk,Time Series Formed is very insignificant
NIZAMABAD,Toor (Arhar) Dal,Time Series Formed is very insignificant
NIZAMABAD,Urad Dal,Time Series Formed is very insignificant
NIZAMABAD,Vermicelli,Time Series Formed is very insignificant
PATIALA,90 Days Pouch  Milk,Time Series Formed is very insignificant
PATIALA,Agarbatti & Dhoop,Time Series Formed is very insignificant
PATIALA,Air Fresheners,Time Series Formed is very insignificant
PATIALA,Almonds (Badam),Time Series Formed is very insignificant
PATIALA,Basmati Rice,Time Series Formed is very insignificant
PATIALA,Bathing Soaps,Time Series Formed is very insignificant
PATIALA,Battery,Time Series Formed is very insignificant
PATIALA,Besan & Sattu,Time Series Formed is very insignificant
PATIALA,Bleaches & Blues,Time Series Formed is very insignificant
PATIALA,Blended Masalas,Time Series Formed is very insignificant
PATIALA,Blended Oils,Time Series Formed is very insignificant
PATIALA,Body Lotions,Time Series Formed is very insignificant
PATIALA,"Broom, Mop & Wiper",Time Series Formed is very insignificant
PATIALA,"Buckets, Mugs & Tubs",Time Series Formed is very insignificant
PATIALA,Bulbs & LED,Time Series Formed is very insignificant
PATIALA,Buttermilk,Time Series Formed is very insignificant
PATIALA,"Cakes, Muffins & Rolls",Time Series Formed is very insignificant
PATIALA,Candies & Toffees,Time Series Formed is very insignificant
PATIALA,Cashew Nuts,Time Series Formed is very insignificant
PATIALA,Children Health Drinks,Time Series Formed is very insignificant
PATIALA,Chips,Time Series Formed is very insignificant
PATIALA,Chocolates,Time Series Formed is very insignificant
PATIALA,Chocos & Flakes,Time Series Formed is very insignificant
PATIALA,Chutney,Time Series Formed is very insignificant
PATIALA,Cold & Cough Remedies,Time Series Formed is very insignificant
PATIALA,Cold Drinks,Time Series Formed is very insignificant
PATIALA,Condensed Milk,Time Series Formed is very insignificant
PATIALA,Cooking Paste & Puris,Time Series Formed is very insignificant
PATIALA,Crafts Glues,Time Series Formed is very insignificant
PATIALA,Cream Biscuits & Wafers,Time Series Formed is very insignificant
PATIALA,Detergent Bars,Time Series Formed is very insignificant
PATIALA,Detergent Liquids,Time Series Formed is very insignificant
PATIALA,Detergent Powders,Time Series Formed is very insignificant
PATIALA,Diapers & Pants,Time Series Formed is very insignificant
PATIALA,Diaries & Notebooks.,Time Series Formed is very insignificant
PATIALA,Dishwash Bars,Time Series Formed is very insignificant
PATIALA,Dishwash Liquids,Time Series Formed is very insignificant
PATIALA,Dishwash Powders,Time Series Formed is very insignificant
PATIALA,Dishwash Scrub Pads,Time Series Formed is very insignificant
PATIALA,Dry Fruit Gift Packs,Time Series Formed is very insignificant
PATIALA,Fabric Softeners,Time Series Formed is very insignificant
PATIALA,Face Cleansers & Toners,Time Series Formed is very insignificant
PATIALA,Face Creams & Moisturisers,Time Series Formed is very insignificant
PATIALA,Face Wash,Time Series Formed is very insignificant
PATIALA,First Aids,Time Series Formed is very insignificant
PATIALA,Flavoured Milk,Time Series Formed is very insignificant
PATIALA,Floor Cleaners,Time Series Formed is very insignificant
PATIALA,Glass Cleaners,Time Series Formed is very insignificant
PATIALA,Glucose & Milk Biscuits,Time Series Formed is very insignificant
PATIALA,Green Tea,Time Series Formed is very insignificant
PATIALA,Hair Colors & Dyes,Time Series Formed is very insignificant
PATIALA,Hair Oils,Time Series Formed is very insignificant
PATIALA,Hand Wash,Time Series Formed is very insignificant
PATIALA,Honey,Time Series Formed is very insignificant
PATIALA,Indian Mithai,Time Series Formed is very insignificant
PATIALA,Instant Coffee,Time Series Formed is very insignificant
PATIALA,Jams & Preserves,Time Series Formed is very insignificant
PATIALA,Ketchups,Time Series Formed is very insignificant
PATIALA,Lassi,Time Series Formed is very insignificant
PATIALA,Leaf Tea,Time Series Formed is very insignificant
PATIALA,Loose Salt & Sugar,Time Series Formed is very insignificant
PATIALA,Maida,Time Series Formed is very insignificant
PATIALA,Milk Creams,Time Series Formed is very insignificant
PATIALA,Milk Powders,Time Series Formed is very insignificant
PATIALA,Milk Shakes,Time Series Formed is very insignificant
PATIALA,Mints & Gums,Time Series Formed is very insignificant
PATIALA,Mix Fruit Juices,Time Series Formed is very insignificant
PATIALA,Moong Dal,Time Series Formed is very insignificant
PATIALA,Mosquito Repellents,Time Series Formed is very insignificant
PATIALA,Mustard Oil,Time Series Formed is very insignificant
PATIALA,Namkeen,Time Series Formed is very insignificant
PATIALA,Noodles,Time Series Formed is very insignificant
PATIALA,Oats & Porridge,Time Series Formed is very insignificant
PATIALA,"Oils, Creams & Lotions",Time Series Formed is very insignificant
PATIALA,Olive Oil,Time Series Formed is very insignificant
PATIALA,Other Atta,Time Series Formed is very insignificant
PATIALA,Other Biscuits & Cookies,Time Series Formed is very insignificant
PATIALA,Other Dry Fruits & Nuts,Time Series Formed is very insignificant
PATIALA,Other Juices,Time Series Formed is very insignificant
PATIALA,Packaged Water,Time Series Formed is very insignificant
PATIALA,Pain Relief,Time Series Formed is very insignificant
PATIALA,"Pencils, Erasers & Sharpeners",Time Series Formed is very insignificant
PATIALA,Pista,Time Series Formed is very insignificant
PATIALA,Poha,Time Series Formed is very insignificant
PATIALA,Powdered Spices,Time Series Formed is very insignificant
PATIALA,Powders,Time Series Formed is very insignificant
PATIALA,Pure Cow Ghee,Time Series Formed is very insignificant
PATIALA,Pure Desi Ghee,Time Series Formed is very insignificant
PATIALA,Raisins,Time Series Formed is very insignificant
PATIALA,Rajma,Time Series Formed is very insignificant
PATIALA,Ready Mixes,Time Series Formed is very insignificant
PATIALA,Rice Bran Oil,Time Series Formed is very insignificant
PATIALA,Rusk & Khari,Time Series Formed is very insignificant
PATIALA,Salt,Time Series Formed is very insignificant
PATIALA,Sanitary Pads,Time Series Formed is very insignificant
PATIALA,Shampoos,Time Series Formed is very insignificant
PATIALA,Sooji & Rava,Time Series Formed is very insignificant
PATIALA,Soups,Time Series Formed is very insignificant
PATIALA,Soya Chunks,Time Series Formed is very insignificant
PATIALA,Soya Oil,Time Series Formed is very insignificant
PATIALA,Stain Removers,Time Series Formed is very insignificant
PATIALA,Sugar,Time Series Formed is very insignificant
PATIALA,Talcum Powders,Time Series Formed is very insignificant
PATIALA,Tetra Pak Milk,Time Series Formed is very insignificant
PATIALA,Toilet Cleaners,Time Series Formed is very insignificant
PATIALA,Tooth Powders,Time Series Formed is very insignificant
PATIALA,Toothbrushes,Time Series Formed is very insignificant
PATIALA,Toothpastes,Time Series Formed is very insignificant
PATIALA,Vanaspati,Time Series Formed is very insignificant
PATIALA,Walnuts,Time Series Formed is very insignificant
PATIALA,Wheat Atta,Time Series Formed is very insignificant
PATIALA,Whole Spices,Time Series Formed is very insignificant
RAICHUR,90 Days Pouch  Milk,Time Series Formed is very insignificant
RAICHUR,Basmati Rice,Time Series Formed is very insignificant
RAICHUR,Cashew Nuts,Time Series Formed is very insignificant
RAICHUR,Coconut,Time Series Formed is very insignificant
RAICHUR,Cold & Cough Remedies,Time Series Formed is very insignificant
RAICHUR,Condensed Milk,Time Series Formed is very insignificant
RAICHUR,Diapers & Pants,Time Series Formed is very insignificant
RAICHUR,Digestive Care,Time Series Formed is very insignificant
RAICHUR,First Aids,Time Series Formed is very insignificant
RAICHUR,Kabuli Chana,Time Series Formed is very insignificant
RAICHUR,Masoor Dal,Time Series Formed is very insignificant
RAICHUR,Milk Creams,Time Series Formed is very insignificant
RAICHUR,Milk Powders,Time Series Formed is very insignificant
RAICHUR,Milk Shakes,Time Series Formed is very insignificant
RAICHUR,Moong Dal,Time Series Formed is very insignificant
RAICHUR,Onion,Time Series Formed is very insignificant
RAICHUR,Pain Relief,Time Series Formed is very insignificant
RAICHUR,Potato,Time Series Formed is very insignificant
RAICHUR,Powders,Time Series Formed is very insignificant
RAICHUR,Pure Cow Ghee,Time Series Formed is very insignificant
RAICHUR,Pure Desi Ghee,Time Series Formed is very insignificant
RAICHUR,Rusk & Khari,Time Series Formed is very insignificant
RAICHUR,Sona Masoori Rice,Time Series Formed is very insignificant
RAICHUR,Sunflower Oil,Time Series Formed is very insignificant
RAICHUR,Toor (Arhar) Dal,Time Series Formed is very insignificant
RAJAHMUNDRY,Adult Health Drinks,Time Series Formed is very insignificant
RAJAHMUNDRY,Agarbatti & Dhoop,Time Series Formed is very insignificant
RAJAHMUNDRY,Air Fresheners,Time Series Formed is very insignificant
RAJAHMUNDRY,Almonds (Badam),Time Series Formed is very insignificant
RAJAHMUNDRY,Baby Food & Cereals,Time Series Formed is very insignificant
RAJAHMUNDRY,Basmati Rice,Time Series Formed is very insignificant
RAJAHMUNDRY,Bathing Soaps,Time Series Formed is very insignificant
RAJAHMUNDRY,Battery,Time Series Formed is very insignificant
RAJAHMUNDRY,Besan & Sattu,Time Series Formed is very insignificant
RAJAHMUNDRY,Bleaches & Blues,Time Series Formed is very insignificant
RAJAHMUNDRY,Blended Masalas,Time Series Formed is very insignificant
RAJAHMUNDRY,Body Lotions,Time Series Formed is very insignificant
RAJAHMUNDRY,"Broom, Mop & Wiper",Time Series Formed is very insignificant
RAJAHMUNDRY,Buttermilk,Time Series Formed is very insignificant
RAJAHMUNDRY,Camphor,Time Series Formed is very insignificant
RAJAHMUNDRY,Candies & Toffees,Time Series Formed is very insignificant
RAJAHMUNDRY,Cashew Nuts,Time Series Formed is very insignificant
RAJAHMUNDRY,Chana Dal,Time Series Formed is very insignificant
RAJAHMUNDRY,Children Health Drinks,Time Series Formed is very insignificant
RAJAHMUNDRY,Chips,Time Series Formed is very insignificant
RAJAHMUNDRY,Chocolate Gift Packs,Time Series Formed is very insignificant
RAJAHMUNDRY,Chocolates,Time Series Formed is very insignificant
RAJAHMUNDRY,Chocos & Flakes,Time Series Formed is very insignificant
RAJAHMUNDRY,Cleaning Brush & Utilities,Time Series Formed is very insignificant
RAJAHMUNDRY,Cold Drinks,Time Series Formed is very insignificant
RAJAHMUNDRY,Condensed Milk,Time Series Formed is very insignificant
RAJAHMUNDRY,Crafts Glues,Time Series Formed is very insignificant
RAJAHMUNDRY,Cream Biscuits & Wafers,Time Series Formed is very insignificant
RAJAHMUNDRY,Detergent Bars,Time Series Formed is very insignificant
RAJAHMUNDRY,Detergent Liquids,Time Series Formed is very insignificant
RAJAHMUNDRY,Detergent Powders,Time Series Formed is very insignificant
RAJAHMUNDRY,Diapers & Pants,Time Series Formed is very insignificant
RAJAHMUNDRY,Digestive Care,Time Series Formed is very insignificant
RAJAHMUNDRY,Dishwash Bars,Time Series Formed is very insignificant
RAJAHMUNDRY,Dishwash Liquids,Time Series Formed is very insignificant
RAJAHMUNDRY,Dishwash Powders,Time Series Formed is very insignificant
RAJAHMUNDRY,Dust Tea,Time Series Formed is very insignificant
RAJAHMUNDRY,Fabric Softeners,Time Series Formed is very insignificant
RAJAHMUNDRY,Face Cleansers & Toners,Time Series Formed is very insignificant
RAJAHMUNDRY,Face Creams & Moisturisers,Time Series Formed is very insignificant
RAJAHMUNDRY,Face Wash,Time Series Formed is very insignificant
RAJAHMUNDRY,First Aids,Time Series Formed is very insignificant
RAJAHMUNDRY,Flavoured Milk,Time Series Formed is very insignificant
RAJAHMUNDRY,Floor Cleaners,Time Series Formed is very insignificant
RAJAHMUNDRY,Foot Care,Time Series Formed is very insignificant
RAJAHMUNDRY,Glass Cleaners,Time Series Formed is very insignificant
RAJAHMUNDRY,Glucose & Milk Biscuits,Time Series Formed is very insignificant
RAJAHMUNDRY,Green Tea,Time Series Formed is very insignificant
RAJAHMUNDRY,Hair Colors & Dyes,Time Series Formed is very insignificant
RAJAHMUNDRY,Hair Oils,Time Series Formed is very insignificant
RAJAHMUNDRY,Hair Removal,Time Series Formed is very insignificant
RAJAHMUNDRY,Hand Wash,Time Series Formed is very insignificant
RAJAHMUNDRY,Honey,Time Series Formed is very insignificant
RAJAHMUNDRY,Insect Control,Time Series Formed is very insignificant
RAJAHMUNDRY,Instant Coffee,Time Series Formed is very insignificant
RAJAHMUNDRY,Jams & Preserves,Time Series Formed is very insignificant
RAJAHMUNDRY,Ketchups,Time Series Formed is very insignificant
RAJAHMUNDRY,Kolam Rice,Time Series Formed is very insignificant
RAJAHMUNDRY,Lamp & Lamp Oil,Time Series Formed is very insignificant
RAJAHMUNDRY,Lassi,Time Series Formed is very insignificant
RAJAHMUNDRY,Leaf Tea,Time Series Formed is very insignificant
RAJAHMUNDRY,Maida,Time Series Formed is very insignificant
RAJAHMUNDRY,Mango Drinks,Time Series Formed is very insignificant
RAJAHMUNDRY,Marie & Digestive Biscuits,Time Series Formed is very insignificant
RAJAHMUNDRY,Milk Powders,Time Series Formed is very insignificant
RAJAHMUNDRY,Milk Shakes,Time Series Formed is very insignificant
RAJAHMUNDRY,Mints & Gums,Time Series Formed is very insignificant
RAJAHMUNDRY,Mix Fruit Juices,Time Series Formed is very insignificant
RAJAHMUNDRY,Mosquito Repellents,Time Series Formed is very insignificant
RAJAHMUNDRY,Multipurpose Cleaners,Time Series Formed is very insignificant
RAJAHMUNDRY,Mustard Oil,Time Series Formed is very insignificant
RAJAHMUNDRY,Namkeen,Time Series Formed is very insignificant
RAJAHMUNDRY,Noodles,Time Series Formed is very insignificant
RAJAHMUNDRY,"Oils, Creams & Lotions",Time Series Formed is very insignificant
RAJAHMUNDRY,Orange Juices,Time Series Formed is very insignificant
RAJAHMUNDRY,Other Biscuits & Cookies,Time Series Formed is very insignificant
RAJAHMUNDRY,Other Flavoured Drinks,Time Series Formed is very insignificant
RAJAHMUNDRY,Other Kitchen Essentials,Time Series Formed is very insignificant
RAJAHMUNDRY,Pain Relief,Time Series Formed is very insignificant
RAJAHMUNDRY,Palm Oil,Time Series Formed is very insignificant
RAJAHMUNDRY,Poha,Time Series Formed is very insignificant
RAJAHMUNDRY,Powdered Spices,Time Series Formed is very insignificant
RAJAHMUNDRY,Powders,Time Series Formed is very insignificant
RAJAHMUNDRY,Printing Paper,Time Series Formed is very insignificant
RAJAHMUNDRY,Pure Cow Ghee,Time Series Formed is very insignificant
RAJAHMUNDRY,Pure Desi Ghee,Time Series Formed is very insignificant
RAJAHMUNDRY,Raisins,Time Series Formed is very insignificant
RAJAHMUNDRY,Razors & Blades,Time Series Formed is very insignificant
RAJAHMUNDRY,Rice Bran Oil,Time Series Formed is very insignificant
RAJAHMUNDRY,Roast & Ground Coffee,Time Series Formed is very insignificant
RAJAHMUNDRY,Rusk & Khari,Time Series Formed is very insignificant
RAJAHMUNDRY,Sabudana,Time Series Formed is very insignificant
RAJAHMUNDRY,Salt,Time Series Formed is very insignificant
RAJAHMUNDRY,Sanitary Pads,Time Series Formed is very insignificant
RAJAHMUNDRY,Shampoos,Time Series Formed is very insignificant
RAJAHMUNDRY,Shaving Creams & Foams,Time Series Formed is very insignificant
RAJAHMUNDRY,Soda,Time Series Formed is very insignificant
RAJAHMUNDRY,Sona Masoori Rice,Time Series Formed is very insignificant
RAJAHMUNDRY,Soups,Time Series Formed is very insignificant
RAJAHMUNDRY,Stain Removers,Time Series Formed is very insignificant
RAJAHMUNDRY,Sugar,Time Series Formed is very insignificant
RAJAHMUNDRY,Sunflower Oil,Time Series Formed is very insignificant
RAJAHMUNDRY,Talcum Powders,Time Series Formed is very insignificant
RAJAHMUNDRY,Toilet Cleaners,Time Series Formed is very insignificant
RAJAHMUNDRY,Toor (Arhar) Dal,Time Series Formed is very insignificant
RAJAHMUNDRY,Toothbrushes,Time Series Formed is very insignificant
RAJAHMUNDRY,Toothpastes,Time Series Formed is very insignificant
RAJAHMUNDRY,Torch & Emergency Light,Time Series Formed is very insignificant
RAJAHMUNDRY,Wheat Atta,Time Series Formed is very insignificant
RAJAHMUNDRY,Whole Spices,Time Series Formed is very insignificant
RAJAHMUNDRY,Wipes,Time Series Formed is very insignificant
RAJKOT,Agarbatti & Dhoop,Time Series Formed is very insignificant
RAJKOT,Aluminium Foils,Time Series Formed is very insignificant
RAJKOT,Basmati Rice,Time Series Formed is very insignificant
RAJKOT,Battery,Time Series Formed is very insignificant
RAJKOT,"Broom, Mop & Wiper",Time Series Formed is very insignificant
RAJKOT,"Buckets, Mugs & Tubs",Time Series Formed is very insignificant
RAJKOT,Cashew Nuts,Time Series Formed is very insignificant
RAJKOT,Cleaning Brush & Utilities,Time Series Formed is very insignificant
RAJKOT,Cold & Cough Remedies,Time Series Formed is very insignificant
RAJKOT,Diapers & Pants,Time Series Formed is very insignificant
RAJKOT,Digestive Care,Time Series Formed is very insignificant
RAJKOT,Dishwash Scrub Pads,Time Series Formed is very insignificant
RAJKOT,First Aids,Time Series Formed is very insignificant
RAJKOT,Jeerasar Rice,Time Series Formed is very insignificant
RAJKOT,Moong Dal,Time Series Formed is very insignificant
RAJKOT,Other Rice Varieties,Time Series Formed is very insignificant
RAJKOT,Pain Relief,Time Series Formed is very insignificant
RAJKOT,"Pencils, Erasers & Sharpeners",Time Series Formed is very insignificant
RAJKOT,Sunflower Oil,Time Series Formed is very insignificant
RAJKOT,Toor (Arhar) Dal,Time Series Formed is very insignificant
RANCHI,Coconut,Time Series Formed is very insignificant
RANCHI,Cold & Cough Remedies,Time Series Formed is very insignificant
RANCHI,Digestive Care,Time Series Formed is very insignificant
RANCHI,First Aids,Time Series Formed is very insignificant
RANCHI,Onion,Time Series Formed is very insignificant
RANCHI,Pain Relief,Time Series Formed is very insignificant
RANCHI,Potato,Time Series Formed is very insignificant
RENIGUNTA,90 Days Pouch  Milk,Time Series Formed is very insignificant
RENIGUNTA,Agarbatti & Dhoop,Time Series Formed is very insignificant
RENIGUNTA,Air Fresheners,Time Series Formed is very insignificant
RENIGUNTA,Almonds (Badam),Time Series Formed is very insignificant
RENIGUNTA,Baked Snacks,Time Series Formed is very insignificant
RENIGUNTA,Basmati Rice,Time Series Formed is very insignificant
RENIGUNTA,Bathing Soaps,Time Series Formed is very insignificant
RENIGUNTA,Battery,Time Series Formed is very insignificant
RENIGUNTA,Besan & Sattu,Time Series Formed is very insignificant
RENIGUNTA,Bleaches & Blues,Time Series Formed is very insignificant
RENIGUNTA,Blended Masalas,Time Series Formed is very insignificant
RENIGUNTA,Blended Oils,Time Series Formed is very insignificant
RENIGUNTA,Boiled Rice,Time Series Formed is very insignificant
RENIGUNTA,Broken Wheat (Daliya),Time Series Formed is very insignificant
RENIGUNTA,"Broom, Mop & Wiper",Time Series Formed is very insignificant
RENIGUNTA,"Buckets, Mugs & Tubs",Time Series Formed is very insignificant
RENIGUNTA,Bulbs & LED,Time Series Formed is very insignificant
RENIGUNTA,Buttermilk,Time Series Formed is very insignificant
RENIGUNTA,Camphor,Time Series Formed is very insignificant
RENIGUNTA,Candies & Toffees,Time Series Formed is very insignificant
RENIGUNTA,Cashew Nuts,Time Series Formed is very insignificant
RENIGUNTA,Children Health Drinks,Time Series Formed is very insignificant
RENIGUNTA,Chips,Time Series Formed is very insignificant
RENIGUNTA,Chocolates,Time Series Formed is very insignificant
RENIGUNTA,Chocos & Flakes,Time Series Formed is very insignificant
RENIGUNTA,Chutney,Time Series Formed is very insignificant
RENIGUNTA,Cleaning Brush & Utilities,Time Series Formed is very insignificant
RENIGUNTA,Cold Drinks,Time Series Formed is very insignificant
RENIGUNTA,Condensed Milk,Time Series Formed is very insignificant
RENIGUNTA,Crafts Glues,Time Series Formed is very insignificant
RENIGUNTA,Cream Biscuits & Wafers,Time Series Formed is very insignificant
RENIGUNTA,Dates,Time Series Formed is very insignificant
RENIGUNTA,Detergent Bars,Time Series Formed is very insignificant
RENIGUNTA,Detergent Liquids,Time Series Formed is very insignificant
RENIGUNTA,Detergent Powders,Time Series Formed is very insignificant
RENIGUNTA,Diapers & Pants,Time Series Formed is very insignificant
RENIGUNTA,Diaries & Notebooks.,Time Series Formed is very insignificant
RENIGUNTA,Dishwash Bars,Time Series Formed is very insignificant
RENIGUNTA,Dishwash Liquids,Time Series Formed is very insignificant
RENIGUNTA,Dishwash Powders,Time Series Formed is very insignificant
RENIGUNTA,Dishwash Scrub Pads,Time Series Formed is very insignificant
RENIGUNTA,Dry Fruit Gift Packs,Time Series Formed is very insignificant
RENIGUNTA,Dust Tea,Time Series Formed is very insignificant
RENIGUNTA,Energy Drinks,Time Series Formed is very insignificant
RENIGUNTA,Fabric Softeners,Time Series Formed is very insignificant
RENIGUNTA,Face Cleansers & Toners,Time Series Formed is very insignificant
RENIGUNTA,Face Creams & Moisturisers,Time Series Formed is very insignificant
RENIGUNTA,Face Wash,Time Series Formed is very insignificant
RENIGUNTA,First Aids,Time Series Formed is very insignificant
RENIGUNTA,Flavoured Milk,Time Series Formed is very insignificant
RENIGUNTA,Floor Cleaners,Time Series Formed is very insignificant
RENIGUNTA,Glass Cleaners,Time Series Formed is very insignificant
RENIGUNTA,Glucose & Milk Biscuits,Time Series Formed is very insignificant
RENIGUNTA,Green Tea,Time Series Formed is very insignificant
RENIGUNTA,Hair Colors & Dyes,Time Series Formed is very insignificant
RENIGUNTA,Hair Oils,Time Series Formed is very insignificant
RENIGUNTA,Hair Removal,Time Series Formed is very insignificant
RENIGUNTA,Hand Wash,Time Series Formed is very insignificant
RENIGUNTA,Honey,Time Series Formed is very insignificant
RENIGUNTA,Idli & Dosa Rice,Time Series Formed is very insignificant
RENIGUNTA,Indian Mithai,Time Series Formed is very insignificant
RENIGUNTA,Insect Control,Time Series Formed is very insignificant
RENIGUNTA,Instant Coffee,Time Series Formed is very insignificant
RENIGUNTA,Jaggery,Time Series Formed is very insignificant
RENIGUNTA,Jams & Preserves,Time Series Formed is very insignificant
RENIGUNTA,Ketchups,Time Series Formed is very insignificant
RENIGUNTA,Lassi,Time Series Formed is very insignificant
RENIGUNTA,Leaf Tea,Time Series Formed is very insignificant
RENIGUNTA,Maida,Time Series Formed is very insignificant
RENIGUNTA,Mango Drinks,Time Series Formed is very insignificant
RENIGUNTA,Marie & Digestive Biscuits,Time Series Formed is very insignificant
RENIGUNTA,Milk Powders,Time Series Formed is very insignificant
RENIGUNTA,Milk Shakes,Time Series Formed is very insignificant
RENIGUNTA,Mints & Gums,Time Series Formed is very insignificant
RENIGUNTA,Mix Fruit Juices,Time Series Formed is very insignificant
RENIGUNTA,Mosquito Repellents,Time Series Formed is very insignificant
RENIGUNTA,Mustard Oil,Time Series Formed is very insignificant
RENIGUNTA,Namkeen,Time Series Formed is very insignificant
RENIGUNTA,Noodles,Time Series Formed is very insignificant
RENIGUNTA,Oats & Porridge,Time Series Formed is very insignificant
RENIGUNTA,"Oils, Creams & Lotions",Time Series Formed is very insignificant
RENIGUNTA,Orange Juices,Time Series Formed is very insignificant
RENIGUNTA,Other Atta,Time Series Formed is very insignificant
RENIGUNTA,Other Biscuits & Cookies,Time Series Formed is very insignificant
RENIGUNTA,Other Flavoured Drinks,Time Series Formed is very insignificant
RENIGUNTA,Other Juices,Time Series Formed is very insignificant
RENIGUNTA,Other Kitchen Essentials,Time Series Formed is very insignificant
RENIGUNTA,Packaged Water,Time Series Formed is very insignificant
RENIGUNTA,Pain Relief,Time Series Formed is very insignificant
RENIGUNTA,Palm Oil,Time Series Formed is very insignificant
RENIGUNTA,"Pencils, Erasers & Sharpeners",Time Series Formed is very insignificant
RENIGUNTA,Pista,Time Series Formed is very insignificant
RENIGUNTA,Ponni Rice,Time Series Formed is very insignificant
RENIGUNTA,Powders,Time Series Formed is very insignificant
RENIGUNTA,Pure Cow Ghee,Time Series Formed is very insignificant
RENIGUNTA,Pure Desi Ghee,Time Series Formed is very insignificant
RENIGUNTA,Raisins,Time Series Formed is very insignificant
RENIGUNTA,Razors & Blades,Time Series Formed is very insignificant
RENIGUNTA,Roast & Ground Coffee,Time Series Formed is very insignificant
RENIGUNTA,Rusk & Khari,Time Series Formed is very insignificant
RENIGUNTA,Sabudana,Time Series Formed is very insignificant
RENIGUNTA,Salt,Time Series Formed is very insignificant
RENIGUNTA,Sanitary Pads,Time Series Formed is very insignificant
RENIGUNTA,Sanitizers,Time Series Formed is very insignificant
RENIGUNTA,Shampoos,Time Series Formed is very insignificant
RENIGUNTA,Soda,Time Series Formed is very insignificant
RENIGUNTA,Sona Masoori Rice,Time Series Formed is very insignificant
RENIGUNTA,Soups,Time Series Formed is very insignificant
RENIGUNTA,Soya Chunks,Time Series Formed is very insignificant
RENIGUNTA,Spreads,Time Series Formed is very insignificant
RENIGUNTA,Stain Removers,Time Series Formed is very insignificant
RENIGUNTA,Sugar,Time Series Formed is very insignificant
RENIGUNTA,Sunflower Oil,Time Series Formed is very insignificant
RENIGUNTA,Talcum Powders,Time Series Formed is very insignificant
RENIGUNTA,Toilet Cleaners,Time Series Formed is very insignificant
RENIGUNTA,Toor (Arhar) Dal,Time Series Formed is very insignificant
RENIGUNTA,Toothbrushes,Time Series Formed is very insignificant
RENIGUNTA,Toothpastes,Time Series Formed is very insignificant
RENIGUNTA,Torch & Emergency Light,Time Series Formed is very insignificant
RENIGUNTA,Urad Dal,Time Series Formed is very insignificant
RENIGUNTA,Vanaspati,Time Series Formed is very insignificant
RENIGUNTA,Wheat Atta,Time Series Formed is very insignificant
RENIGUNTA,Whole Spices,Time Series Formed is very insignificant
SIDDIPET,Adult Health Drinks,Time Series Formed is very insignificant
SIDDIPET,Agarbatti & Dhoop,Time Series Formed is very insignificant
SIDDIPET,Air Fresheners,Time Series Formed is very insignificant
SIDDIPET,Almonds (Badam),Time Series Formed is very insignificant
SIDDIPET,Baby Food & Cereals,Time Series Formed is very insignificant
SIDDIPET,Basmati Rice,Time Series Formed is very insignificant
SIDDIPET,Bathing Soaps,Time Series Formed is very insignificant
SIDDIPET,Battery,Time Series Formed is very insignificant
SIDDIPET,Besan & Sattu,Time Series Formed is very insignificant
SIDDIPET,Bleaches & Blues,Time Series Formed is very insignificant
SIDDIPET,Blended Masalas,Time Series Formed is very insignificant
SIDDIPET,Body Lotions,Time Series Formed is very insignificant
SIDDIPET,"Broom, Mop & Wiper",Time Series Formed is very insignificant
SIDDIPET,Bulbs & LED,Time Series Formed is very insignificant
SIDDIPET,Buttermilk,Time Series Formed is very insignificant
SIDDIPET,Camphor,Time Series Formed is very insignificant
SIDDIPET,Candies & Toffees,Time Series Formed is very insignificant
SIDDIPET,Cashew Nuts,Time Series Formed is very insignificant
SIDDIPET,Chana Dal,Time Series Formed is very insignificant
SIDDIPET,Children Health Drinks,Time Series Formed is very insignificant
SIDDIPET,Chips,Time Series Formed is very insignificant
SIDDIPET,Chocolates,Time Series Formed is very insignificant
SIDDIPET,Chocos & Flakes,Time Series Formed is very insignificant
SIDDIPET,Cleaning Brush & Utilities,Time Series Formed is very insignificant
SIDDIPET,Cold Drinks,Time Series Formed is very insignificant
SIDDIPET,Condensed Milk,Time Series Formed is very insignificant
SIDDIPET,Crafts Glues,Time Series Formed is very insignificant
SIDDIPET,Cream Biscuits & Wafers,Time Series Formed is very insignificant
SIDDIPET,Detergent Bars,Time Series Formed is very insignificant
SIDDIPET,Detergent Liquids,Time Series Formed is very insignificant
SIDDIPET,Detergent Powders,Time Series Formed is very insignificant
